object_id,geography_type,city,state,county,country,region,subregion,locale,locus,excavation,river
351,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
354,['Made in'],['Salem'],[],[],['United States'],[],[],[],[],[],[]
355,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
356,['Made in'],[],[],[],['England'],[],[],[],[],[],[]
358,[],[],[],[],[],[],[],[],[],[],[]
359,['Made in'],['New Lebanon'],[],[],['United States'],[],[],[],[],[],[]
360,['Made in'],['New Lebanon'],[],[],['United States'],[],[],[],[],[],[]
361,['Made in'],['New Lebanon'],[],[],['United States'],[],[],[],[],[],[]
362,['Made in'],['New Lebanon'],[],[],['United States'],[],[],[],[],[],[]
363,['Made in'],['Sandwich'],[],[],['United States'],[],[],[],[],[],[]
364,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
365,['Made in'],[],[],[],['England'],[],[],[],[],[],[]
366,['Made in'],[],[],[],['England'],[],[],[],[],[],[]
369,[],[],[],[],[],[],[],[],[],[],[]
370,['Probably made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
371,[],[],[],[],[],[],[],[],[],[],[]
373,['Probably made in'],['Bristol'],['Bristol'],['Bristol'],['England'],[],[],[],[],[],[]
374,['Probably made in'],['Bristol'],['Bristol'],['Bristol'],['England'],[],[],[],[],[],[]
376,['Made in'],[],[],[],['Canada'],[],[],[],[],[],[]
377,['Made in'],['Philadelphia'],[],[],['United States'],[],[],[],[],[],[]
378,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
379,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
380,['Made in'],['Hartford'],[],[],['United States'],[],[],[],[],[],[]
381,['Made in'],['Hartford'],[],[],['United States'],[],[],[],[],[],[]
382,['Made in'],['Hartford'],[],[],['United States'],[],[],[],[],[],[]
383,"['Possibly made in', 'Possibly made in']","['Hartford', 'New York']",[],[],"['United States', 'United States']",[],[],[],[],[],[]
384,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
385,['Made in'],['Paris'],[],[],['France'],[],[],[],[],[],[]
386,['Made in'],['Hartford'],[],[],['United States'],[],[],[],[],[],[]
387,['Made in'],['Portsmouth'],[],[],['United States'],[],[],[],[],[],[]
388,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
389,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
394,['Made in'],['Salem'],[],[],['United States'],[],[],[],[],[],[]
395,['Made in'],['Charleston'],[],[],['United States'],[],[],[],[],[],[]
396,['Made in'],['Meriden'],[],[],['United States'],[],[],[],[],[],[]
397,['Made in'],['Providence'],[],[],['United States'],[],[],[],[],[],[]
398,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
399,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
400,['Made in'],['Albany'],[],[],['United States'],[],[],[],[],[],[]
401,['Possibly made in'],['Cincinnati'],[],[],['United States'],[],[],[],[],[],[]
402,['Made in'],['Worcester'],[],[],['United States'],[],[],[],[],[],[]
403,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
404,['Made in'],['Newburyport'],[],[],['United States'],[],[],[],[],[],[]
405,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
406,"['Possibly made in', 'Possibly made in']","['Barnstable', 'Bristol']",[],[],"['United States', 'United States']",[],[],[],[],[],[]
407,['Made in'],['Barnstable'],[],[],['United States'],[],[],[],[],[],[]
408,['Made in'],['Albany'],[],[],['United States'],[],[],[],[],[],[]
409,['Made in'],['Beverly'],[],[],['United States'],[],[],[],[],[],[]
411,"['Possibly made in', 'Possibly made in']",[],[],[],"['United States', 'England']",[],[],[],[],[],[]
415,[],[],[],[],[],[],[],[],[],[],[]
416,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
417,['Probably made in'],['Bristol'],['Bristol'],['Bristol'],['England'],[],[],[],[],[],[]
418,['Probably made in'],['Bristol'],['Bristol'],['Bristol'],['England'],[],[],[],[],[],[]
419,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
420,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
421,['Made in'],['Barnstable'],[],[],['United States'],[],[],[],[],[],[]
422,['Made in'],['Barnstable'],[],[],['United States'],[],[],[],[],[],[]
423,['Made in'],['Albany'],[],[],['United States'],[],[],[],[],[],[]
424,['Made in'],['Albany'],[],[],['United States'],[],[],[],[],[],[]
425,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
426,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
427,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
428,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
429,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
430,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
431,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
432,['Made in'],[],[],[],['China'],[],[],[],[],[],[]
433,['Made in'],[],[],[],['China'],[],[],[],[],[],[]
434,['Made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
435,['Made in'],[],['Montour County'],['Montour County'],['United States'],[],[],[],[],[],[]
437,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
439,['Probably made in'],[],[],[],['United States'],[],[],[],[],[],[]
442,['Made in'],['New Lebanon'],[],[],['United States'],[],[],[],[],[],[]
443,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
444,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
445,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
447,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
450,['Probably made in'],[],[],[],['United States'],[],[],[],[],[],[]
452,['Made in'],[],[],[],['England'],[],[],[],[],[],[]
455,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
457,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
458,['Probably made in'],['Hancock'],[],[],['United States'],[],[],[],[],[],[]
459,['Made in'],['New Lebanon'],[],[],['United States'],[],[],[],[],[],[]
461,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
462,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
465,['Made in'],[],['Staffordshire'],['Staffordshire'],['England'],[],[],[],[],[],[]
476,['Made in'],['Trenton'],[],[],['United States'],[],[],[],[],[],[]
481,['Probably made in'],[],['Staffordshire'],['Staffordshire'],['England'],[],[],[],[],[],[]
487,['Made in'],[],[],[],['France'],[],[],[],[],[],[]
489,['Made in'],[],[],[],['France'],[],[],[],[],[],[]
490,['Probably made in'],[],[],[],['France'],[],[],[],[],[],[]
491,['Probably made in'],[],[],[],['France'],[],[],[],[],[],[]
492,['Made in'],[],[],[],['France'],[],[],[],[],[],[]
493,['Probably made in'],[],[],[],['Italy'],[],[],[],[],[],[]
494,['Made in'],[],[],[],['France'],[],[],[],[],[],[]
496,['Probably made in'],[],[],[],['Germany'],[],[],[],[],[],[]
504,['Made in'],['Troy'],[],[],['United States'],[],[],[],[],[],[]
505,['Made in'],['Sandwich'],[],[],['United States'],[],[],[],[],[],[]
506,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
508,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
509,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
510,[],[],[],[],[],[],[],[],[],[],[]
511,[],[],[],[],[],[],[],[],[],[],[]
512,['Made in'],['London'],[],[],['England'],[],[],[],[],[],[]
517,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
519,['Made in'],['Sandwich'],[],[],['United States'],[],[],[],[],[],[]
520,['Made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
521,['Made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
522,['Made in'],['Providence'],[],[],['United States'],[],[],[],[],[],[]
540,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
541,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
542,['Made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
544,['Made in'],['Colchester'],[],[],['United States'],[],[],[],[],[],[]
545,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
546,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
547,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
548,['Made in'],['New Lebanon'],[],[],['United States'],[],[],[],[],[],[]
549,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
553,['Probably made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
554,['Made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
555,['Made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
560,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
561,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
562,['Made in'],[],['Staffordshire'],['Staffordshire'],['England'],[],[],[],[],[],[]
564,['Made in'],['Tarentum'],[],[],['United States'],[],[],[],[],[],[]
565,['Made in'],['Tarentum'],[],[],['United States'],[],[],[],[],[],[]
566,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
567,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
568,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
569,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
570,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
571,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
572,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
573,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
574,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
575,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
576,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
577,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
578,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
579,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
580,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
581,['Probably made in'],[],[],[],['England'],[],[],[],[],[],[]
582,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
583,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
584,[],[],[],[],[],[],[],[],[],[],[]
586,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
587,['Made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
588,['Made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
589,['Probably made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
590,['Made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
591,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
592,['Made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
593,['Probably made in'],[],[],[],['United States'],['Midwest'],[],[],[],[],[]
594,['Made in'],['Norwich'],[],[],['United States'],[],[],[],[],[],[]
595,['Probably made in'],[],[],[],['United States'],['Southern'],[],[],[],[],[]
596,[],[],[],[],[],[],[],[],[],[],[]
597,['Made in'],[],[],[],['United States'],['Southern'],[],[],[],[],[]
598,['Possibly made in'],[],['Long Island'],['Long Island'],['United States'],[],[],[],[],[],[]
599,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
601,['Made in'],['Zanesville'],[],[],['United States'],[],[],[],[],[],[]
602,['Made in'],[],[],[],['China'],[],[],[],[],[],[]
603,['Possibly made in'],['Zanesville'],[],[],['United States'],[],[],[],[],[],[]
604,['Possibly made in'],['Zanesville'],[],[],['United States'],[],[],[],[],[],[]
605,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
606,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
607,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
608,"['Possibly made in', 'Possibly made in']","['Mantua', 'New Geneva']",[],[],"['United States', 'United States']",[],[],[],[],[],[]
610,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
611,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
612,[],[],[],[],[],[],[],[],[],[],[]
613,[],[],[],[],[],[],[],[],[],[],[]
614,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
615,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
616,['Made in'],[],[],[],['United States'],['Midwest'],[],[],[],[],[]
617,['Probably made in'],['Bristol'],['Bristol'],['Bristol'],['England'],[],[],[],[],[],[]
618,['Probably made in'],['Bristol'],['Bristol'],['Bristol'],['England'],[],[],[],[],[],[]
619,['Made in'],[],[],[],['England'],[],[],[],[],[],[]
620,['Probably made in'],['Bristol'],['Bristol'],['Bristol'],['England'],[],[],[],[],[],[]
621,['Probably made in'],['Bristol'],['Bristol'],['Bristol'],['England'],[],[],[],[],[],[]
622,['Probably made in'],['Bristol'],['Bristol'],['Bristol'],['England'],[],[],[],[],[],[]
623,['Probably made in'],['Bristol'],['Bristol'],['Bristol'],['England'],[],[],[],[],[],[]
624,['Probably made in'],['Bristol'],['Bristol'],['Bristol'],['England'],[],[],[],[],[],[]
625,"['Possibly made in', 'Possibly made in']",[],[],[],"['United States', 'United States']",[],[],[],[],[],[]
626,"['Probably made in', 'Possibly made in']",[],[],[],"['United States', 'United States']",[],[],[],[],[],[]
627,"['Possibly made in', 'Possibly made in']",[],[],[],"['United States', 'United States']",[],[],[],[],[],[]
628,['Made in'],['Sandwich'],[],[],['United States'],[],[],[],[],[],[]
630,['Made in'],['Philadelphia'],[],[],['United States'],[],[],[],[],[],[]
631,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
632,['Made in'],['Alloway'],[],[],['United States'],[],[],[],[],[],[]
633,['Made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
634,['Made in'],[],[],[],['Mexico'],[],[],[],[],[],[]
635,['Made in'],[],[],[],['Mexico'],[],[],[],[],[],[]
636,['Probably made in'],['Bristol'],['Bristol'],['Bristol'],['England'],[],[],[],[],[],[]
637,['Probably made in'],['Bristol'],['Bristol'],['Bristol'],['England'],[],[],[],[],[],[]
644,['Made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
645,['Made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
646,['Made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
647,['Made in'],['New Lebanon'],[],[],['United States'],[],[],[],[],[],[]
